line_no,query,rank,score,raw_score,source,qualname,location,file_path,chunk_id,text
5,"Memory consumption spikes when an api endpoint with file upload capability is hit. I have an API application, created using connexion framework, which uses FlaskApp configuration. This app exposes an endpoint where users/consumers can upload artifacts(ranging from 2.5 MB to 400 MB) and they will be then upload to an internal storage platform. The pain point is, when the user selects a larger data file(~320 MB) to upload, the application often runs into OOM issue and eventually user receives 502 status response. Running dmesg command inside containers show the gunicorn thread being killed by oom_killer It would be of great help if someone here could guide in avoiding such OOM issues for Flask Applications. API Specifaction openapi: 3.0.0 info:   description: Description   version: 1.1.1   title:  API  servers:   - url: /api/v1     description: base path for version 1 of the API  components:    responses:     BinaryFile:       description: Content of stored binary file       content:         ""*/*"":           schema:             type: string             format: binary     BadArgument:       description: Request Validation failed       content:         application/json:           schema:             $ref: ""#/components/schemas/Error""     NotFound:       description: Not Found (e.g. for a given Id)       content:         application/json:           schema:             $ref: ""#/components/schemas/Error""     InternalServerError:       description: Internal Server Error       content:         application/json:           schema:             $ref: ""#/components/schemas/Error""     ServiceUnavailable:       description: Service Temporary Unavailable       content:         application/json:           schema:             $ref: ""#/components/schemas/Error""    parameters:     OrganizationId:       name: teamId       in: path       required: true       schema:         type: string         format: path         additionalProperties: false         anyOf:           - $ref: ""#/components/schemas/Id""           - $ref: ""#/components/schemas/TeamId""     TicketId:       name: ticketId       in: path       required: true       schema:         $ref: ""#/components/schemas/Id""     ArtifactDataFileType:       name: dataType       in: path       required: true       schema:         $ref: ""#/components/schemas/ArtifactDataFileType""    schemas:     Id:       description: Unique identifier of a Object/Document/Entity etc       type: string       # On why UUID is used see https://www.cockroachlabs.com/docs/stable/sql-faqs.html#what-are-the-differences-between-uuid-sequences-and-unique_rowid       format: string     SubscriptionType:       description: Subscription type       type: string       enum: [small, medium, large]       nullable: true     ArtifactDataFileType:       type: string       enum: [ artifact ]     TeamId:       type: string       description: Team's unique identifier     # According to ""Problem Details for HTTP APIs"" -> https://tools.ietf.org/html/draft-ietf-appsawg-http-problem-00     Error:       type: object       description: An Error object returned if something went wrong       additionalProperties: true       properties:         detail:           type: string         status:           type: integer         title:           type: string         type:           type: string     ArtifactBodyWithSubscriptionType:       type: object       additionalProperties: false       properties:         data:           type: string           format: binary         subscriptionType:           $ref: ""#/components/schemas/SubscriptionType""   paths:   '/team/{teamId}/ticket/{ticketId}/{dataType}':     parameters:       - $ref: ""#/components/parameters/OrganizationId""       - $ref: ""#/components/parameters/TicketId""       - $ref: ""#/components/parameters/ArtifactDataFileType""     post:       summary: Upload Artifact data file for this Ticket       x-openapi-router-controller: app.operations.epics       operationId: upload_data       requestBody:         required: true         content:           multipart/form-data:             schema:               $ref: '#/components/schemas/ArtifactBodyWithSubscriptionType'       responses:         '201':           description: Uploaded         '400':           $ref: ""#/components/responses/BadArgument""         '404':           $ref: ""#/components/responses/NotFound""         '500':           $ref: ""#/components/responses/InternalServerError""         '503':           $ref: ""#/components/responses/ServiceUnavailable"" Python function import logging from http import HTTPStatus from typing import BinaryIO  from connexion import problem  from app.operations import _not_found from app.models.ticket import Ticket from app.storage import Storages   logger = logging.getLogger(__name__)   class Storages:     """"""     Internal platform to store artifacts.     """"""     def __init__(self, data_path):         self.data_path: str = data_path      def save(self, data_path: str, data: BinaryIO):         """"""         API call to internal platform to store artifacts.         """"""         pass      def ticket_path(self, ticket: Ticket, data_type):         """"""         Returns the path where the ticket data should be stored.         """"""         # This is a placeholder implementation.         # The actual implementation would return a path based on the ticket and data type.         return f""{self.data_path}/{ticket.id}/{data_type}""   def _get_ticket(params):     """"""     Helper function to retrieve the ticket from the parameters.     """"""     ...     return   def upload_data(**params):     # Checking file     data = params[""data""]     file_name = data.filename     if not file_name:         return problem(HTTPStatus.INTERNAL_SERVER_ERROR, ""Cannot upload file"", ""File is not provided"")      # Checking existence of ticket     ticket = _get_ticket(params)     if not ticket:         return _not_found(Ticket, params[""ticketId""])      # Saving file in storage     data_type = params[""dataType""]      try:         storage = Storages(data_path=""/path/to/storage/on/internal/platform""),         data_path = storage.ticket_path(ticket, data_type)         storage.save(data_path, data)     except Exception as ex:         logger.error(f""cannot upload file into storage: {ex}"", exc_info=True)         return problem(HTTPStatus.INTERNAL_SERVER_ERROR, ""Cannot upload file"", ""Problems with storage"")      return None, HTTPStatus.CREATED Pipfile [[source]] url = ""https://pypi.org/simple/"" verify_ssl = true name = ""pypi""  [requires] python_version = ""3.11""  [packages] backoff = ""~=2.2.0"" boto3 = ""~=1.26.0"" connexion = {extras = [""flask"", ""uvicorn"", ""swagger-ui""],version = ""~=3.2.0""} gunicorn = {extras = [""gevent""],version = ""~=23.0.0""} aiohttp = ""~=3.10.10"" aiohttp_retry = ""~=2.8.3"" greenlet = ""==3.1.1"" kubernetes = ""~=24.0"" psycopg-c = ""~=3.2.2"" psycopg-pool = ""~=3.2.3"" rfc3339-validator = ""~=0.1.0"" shapely = ""~=2.1.0"" jsonschema = ""~=4.23.0""  Application startup command python -m gunicorn --worker-class uvicorn.workers.UvicornWorker --workers 5 --bind 0.0.0.0:$PORT --access-logfile - --access-logformat ""%(t)s %(h)s %(l)s %(p)s \""%(m)s %(U)s%(q)s\"" %(s)s %(b)s %(L)s \""%(f)s\"" \""%(a)s\"""" app.wsgi:app Filtered logs [ERROR] Worker (pid:62) was sent SIGKILL! Perhaps out of memory? [INFO] Booting worker with pid: 96 System info:  Application is deployed on Kubernetes. Python version 3.11 Resource allocation:  Memory limit 3GB    In a thread regarding same issue on Connexion forum , I received following feedback: spec-first/connexion#2062 (comment)  FWIW I think this is more a Flask question than a Connexion question. I checked the Flask doc about file upload: https://flask.palletsprojects.com/en/stable/patterns/fileuploads/ There I found this:  So how exactly does Flask handle uploads? Well it will store them in the webserver’s memory if the files are reasonably small, otherwise in a temporary location (as returned by tempfile.gettempdir()). But how do you specify the maximum file size after which an upload is aborted? By default Flask will happily accept file uploads with an unlimited amount of memory, but you can limit that by setting the MAX_CONTENT_LENGTH config key:  I didn't see a way to specify the threshold that Flask uses to decide whether to use a ""temporary location"" instead of memory. Not sure this is really helpful, sorry.  What I'm looking for is recommendations on better implementation to avoid spike in Memory consumption.",9,0.4341031312942505,0.4341031312942505,flask,dump,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\json\__init__.py,66c59e597bab748beac3b4958cd735edc4990b05,
5,"Memory consumption spikes when an api endpoint with file upload capability is hit. I have an API application, created using connexion framework, which uses FlaskApp configuration. This app exposes an endpoint where users/consumers can upload artifacts(ranging from 2.5 MB to 400 MB) and they will be then upload to an internal storage platform. The pain point is, when the user selects a larger data file(~320 MB) to upload, the application often runs into OOM issue and eventually user receives 502 status response. Running dmesg command inside containers show the gunicorn thread being killed by oom_killer It would be of great help if someone here could guide in avoiding such OOM issues for Flask Applications. API Specifaction openapi: 3.0.0 info:   description: Description   version: 1.1.1   title:  API  servers:   - url: /api/v1     description: base path for version 1 of the API  components:    responses:     BinaryFile:       description: Content of stored binary file       content:         ""*/*"":           schema:             type: string             format: binary     BadArgument:       description: Request Validation failed       content:         application/json:           schema:             $ref: ""#/components/schemas/Error""     NotFound:       description: Not Found (e.g. for a given Id)       content:         application/json:           schema:             $ref: ""#/components/schemas/Error""     InternalServerError:       description: Internal Server Error       content:         application/json:           schema:             $ref: ""#/components/schemas/Error""     ServiceUnavailable:       description: Service Temporary Unavailable       content:         application/json:           schema:             $ref: ""#/components/schemas/Error""    parameters:     OrganizationId:       name: teamId       in: path       required: true       schema:         type: string         format: path         additionalProperties: false         anyOf:           - $ref: ""#/components/schemas/Id""           - $ref: ""#/components/schemas/TeamId""     TicketId:       name: ticketId       in: path       required: true       schema:         $ref: ""#/components/schemas/Id""     ArtifactDataFileType:       name: dataType       in: path       required: true       schema:         $ref: ""#/components/schemas/ArtifactDataFileType""    schemas:     Id:       description: Unique identifier of a Object/Document/Entity etc       type: string       # On why UUID is used see https://www.cockroachlabs.com/docs/stable/sql-faqs.html#what-are-the-differences-between-uuid-sequences-and-unique_rowid       format: string     SubscriptionType:       description: Subscription type       type: string       enum: [small, medium, large]       nullable: true     ArtifactDataFileType:       type: string       enum: [ artifact ]     TeamId:       type: string       description: Team's unique identifier     # According to ""Problem Details for HTTP APIs"" -> https://tools.ietf.org/html/draft-ietf-appsawg-http-problem-00     Error:       type: object       description: An Error object returned if something went wrong       additionalProperties: true       properties:         detail:           type: string         status:           type: integer         title:           type: string         type:           type: string     ArtifactBodyWithSubscriptionType:       type: object       additionalProperties: false       properties:         data:           type: string           format: binary         subscriptionType:           $ref: ""#/components/schemas/SubscriptionType""   paths:   '/team/{teamId}/ticket/{ticketId}/{dataType}':     parameters:       - $ref: ""#/components/parameters/OrganizationId""       - $ref: ""#/components/parameters/TicketId""       - $ref: ""#/components/parameters/ArtifactDataFileType""     post:       summary: Upload Artifact data file for this Ticket       x-openapi-router-controller: app.operations.epics       operationId: upload_data       requestBody:         required: true         content:           multipart/form-data:             schema:               $ref: '#/components/schemas/ArtifactBodyWithSubscriptionType'       responses:         '201':           description: Uploaded         '400':           $ref: ""#/components/responses/BadArgument""         '404':           $ref: ""#/components/responses/NotFound""         '500':           $ref: ""#/components/responses/InternalServerError""         '503':           $ref: ""#/components/responses/ServiceUnavailable"" Python function import logging from http import HTTPStatus from typing import BinaryIO  from connexion import problem  from app.operations import _not_found from app.models.ticket import Ticket from app.storage import Storages   logger = logging.getLogger(__name__)   class Storages:     """"""     Internal platform to store artifacts.     """"""     def __init__(self, data_path):         self.data_path: str = data_path      def save(self, data_path: str, data: BinaryIO):         """"""         API call to internal platform to store artifacts.         """"""         pass      def ticket_path(self, ticket: Ticket, data_type):         """"""         Returns the path where the ticket data should be stored.         """"""         # This is a placeholder implementation.         # The actual implementation would return a path based on the ticket and data type.         return f""{self.data_path}/{ticket.id}/{data_type}""   def _get_ticket(params):     """"""     Helper function to retrieve the ticket from the parameters.     """"""     ...     return   def upload_data(**params):     # Checking file     data = params[""data""]     file_name = data.filename     if not file_name:         return problem(HTTPStatus.INTERNAL_SERVER_ERROR, ""Cannot upload file"", ""File is not provided"")      # Checking existence of ticket     ticket = _get_ticket(params)     if not ticket:         return _not_found(Ticket, params[""ticketId""])      # Saving file in storage     data_type = params[""dataType""]      try:         storage = Storages(data_path=""/path/to/storage/on/internal/platform""),         data_path = storage.ticket_path(ticket, data_type)         storage.save(data_path, data)     except Exception as ex:         logger.error(f""cannot upload file into storage: {ex}"", exc_info=True)         return problem(HTTPStatus.INTERNAL_SERVER_ERROR, ""Cannot upload file"", ""Problems with storage"")      return None, HTTPStatus.CREATED Pipfile [[source]] url = ""https://pypi.org/simple/"" verify_ssl = true name = ""pypi""  [requires] python_version = ""3.11""  [packages] backoff = ""~=2.2.0"" boto3 = ""~=1.26.0"" connexion = {extras = [""flask"", ""uvicorn"", ""swagger-ui""],version = ""~=3.2.0""} gunicorn = {extras = [""gevent""],version = ""~=23.0.0""} aiohttp = ""~=3.10.10"" aiohttp_retry = ""~=2.8.3"" greenlet = ""==3.1.1"" kubernetes = ""~=24.0"" psycopg-c = ""~=3.2.2"" psycopg-pool = ""~=3.2.3"" rfc3339-validator = ""~=0.1.0"" shapely = ""~=2.1.0"" jsonschema = ""~=4.23.0""  Application startup command python -m gunicorn --worker-class uvicorn.workers.UvicornWorker --workers 5 --bind 0.0.0.0:$PORT --access-logfile - --access-logformat ""%(t)s %(h)s %(l)s %(p)s \""%(m)s %(U)s%(q)s\"" %(s)s %(b)s %(L)s \""%(f)s\"" \""%(a)s\"""" app.wsgi:app Filtered logs [ERROR] Worker (pid:62) was sent SIGKILL! Perhaps out of memory? [INFO] Booting worker with pid: 96 System info:  Application is deployed on Kubernetes. Python version 3.11 Resource allocation:  Memory limit 3GB    In a thread regarding same issue on Connexion forum , I received following feedback: spec-first/connexion#2062 (comment)  FWIW I think this is more a Flask question than a Connexion question. I checked the Flask doc about file upload: https://flask.palletsprojects.com/en/stable/patterns/fileuploads/ There I found this:  So how exactly does Flask handle uploads? Well it will store them in the webserver’s memory if the files are reasonably small, otherwise in a temporary location (as returned by tempfile.gettempdir()). But how do you specify the maximum file size after which an upload is aborted? By default Flask will happily accept file uploads with an unlimited amount of memory, but you can limit that by setting the MAX_CONTENT_LENGTH config key:  I didn't see a way to specify the threshold that Flask uses to decide whether to use a ""temporary location"" instead of memory. Not sure this is really helpful, sorry.  What I'm looking for is recommendations on better implementation to avoid spike in Memory consumption.",10,0.4221118092536926,0.4221118092536926,flask,loads,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\json\__init__.py,f7bd374a6e54fe45ae7fbe2d58286c5cf5237148,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",1,0.5800988674163818,0.5800988674163818,docs,quickstart.rst#HTTP Methods,,d:\499\docs\quickstart.rst,46e0245dc43c4f2b32433aa9e46d569b79b5c36c,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",2,0.5698288083076477,0.5698288083076477,docs,patterns\wtforms.rst#In the View,,d:\499\docs\patterns\wtforms.rst,a261c3c3064ebdd47b3d21c5f89029750144948b,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",3,0.5660890936851501,0.5660890936851501,flask,FormDataRoutingRedirect.__init__,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\debughelpers.py,897ecb46f1df42a07069a2002d9f4d5a22987f95,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",4,0.5614564418792725,0.5614564418792725,docs,errorhandling.rst#Handling,,d:\499\docs\errorhandling.rst,c858dd7f32dc0e3b6b2d3e4ee5c3e180d46f6920,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",5,0.5423747897148132,0.5423747897148132,docs,patterns\javascript.rst#Receiving JSON in Views,,d:\499\docs\patterns\javascript.rst,9138ab7d0f126b83befa9c5d2ed02660763cae13,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",6,0.5317634344100952,0.5317634344100952,flask,FormDataRoutingRedirect,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\debughelpers.py,2af3e32a02df90f67ae11525899e121f3d63ab5e,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",7,0.5209519267082214,0.5209519267082214,docs,logging.rst#Logging,,d:\499\docs\logging.rst,8218f038803ca6014814850e18cd01f4d9dec5e4,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",8,0.5091016292572021,0.5091016292572021,docs,tutorial\blog.rst#Create,,d:\499\docs\tutorial\blog.rst,3ce1893fe8542d947fb31783e339d29caea4164e,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",9,0.5087790489196777,0.5087790489196777,docs,patterns\flashing.rst#Simple Flashing,,d:\499\docs\patterns\flashing.rst,7759d2dd99fb63306acc8abfa97428316d5f0744,
6,"Why does my Flask route return a 405 error when I submit a form? I'm using Flask and trying to handle a form submission with POST, but I keep getting a 405 Method Not Allowed error. Here's the basic code: from flask import Flask, request  app = Flask(__name__)  @app.route(""/submit"") def submit():     if request.method == ""POST"":         name = request.form[""name""]         return f""Hello, {name}!""     return ""Invalid method"" I submit the form from an HTML page using method=""POST"", but Flask still returns a 405. What am I doing wrong?",10,0.5056759119033813,0.5056759119033813,flask,Flask.url_for,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,c4c7c245f4b73f8fcff8da307b57b288f69b477d,
7,"flask and pdbpp gives `signal only works in main thread of the main interpreter` This is my code example: from flask import Flask  app = Flask(__name__)   @app.route(""/status"") def status():     breakpoint()     return {""status"": ""ok""}   if __name__ == '__main__':     app.run() Accessing /status, I get: -> breakpoint() 127.0.0.1 - - [12/Jul/2025 08:32:24] ""GET /status HTTP/1.1"" 500 - Traceback (most recent call last):   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 1536, in __call__     return self.wsgi_app(environ, start_response)            ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 1514, in wsgi_app     response = self.handle_exception(e)   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 1511, in wsgi_app     response = self.full_dispatch_request()   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 919, in full_dispatch_request     rv = self.handle_user_exception(e)   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 917, in full_dispatch_request     rv = self.dispatch_request()   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 902, in dispatch_request     return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]            ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^   File ""/home/kmille/projects/zammad-pgp-autoimport-webhook/src/zammad_pgp_autoimport_webhook/test_run.py"", line 8, in status     breakpoint()     ~~~~~~~~~~^^   File ""/usr/lib/python3.13/bdb.py"", line 116, in trace_dispatch     return self.dispatch_opcode(frame, arg)            ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^   File ""/usr/lib/python3.13/bdb.py"", line 215, in dispatch_opcode     self.user_opcode(frame)     ~~~~~~~~~~~~~~~~^^^^^^^   File ""/usr/lib/python3.13/pdb.py"", line 448, in user_line     self.interaction(frame, None)     ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/pdbpp.py"", line 431, in interaction     return self._interaction(frame, tb)            ~~~~~~~~~~~~~~~~~^^^^^^^^^^^   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/pdbpp.py"", line 465, in _interaction     self._cmdloop()     ~~~~~~~~~~~~~^^   File ""/usr/lib/python3.13/pdb.py"", line 511, in _cmdloop     self.cmdloop()     ~~~~~~~~~~~~^^   File ""/usr/lib/python3.13/cmd.py"", line 134, in cmdloop     line = input(self.prompt)   File ""/usr/lib/python3.13/_pyrepl/readline.py"", line 364, in input     reader = self.get_reader()   File ""/usr/lib/python3.13/_pyrepl/readline.py"", line 358, in get_reader     console = Console(self.f_in, self.f_out, encoding=ENCODING)   File ""/usr/lib/python3.13/_pyrepl/unix_console.py"", line 202, in __init__     signal.signal(signal.SIGCONT, self._sigcont_handler)     ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/usr/lib/python3.13/signal.py"", line 58, in signal     handler = _signal.signal(_enum_to_int(signalnum), _enum_to_int(handler)) ValueError: signal only works in main thread of the main interpreter  Versions I use poetry show -l | grep -e flask -e pdbpp                         flask              3.1.1     3.1.1    A simple framework for building comple... pdbpp              0.11.6    0.11.6   pdb++, a drop-in replacement for pdb  Using Python 3.13.5. Thanks for your help! I'm wondering why I'm the only one having this... Couldn't find something in the web...",1,0.6095972657203674,0.6095972657203674,flask,RequestContext.__init__,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\ctx.py,45e39c75627746e8d351af755ae300aeba86c26a,
7,"flask and pdbpp gives `signal only works in main thread of the main interpreter` This is my code example: from flask import Flask  app = Flask(__name__)   @app.route(""/status"") def status():     breakpoint()     return {""status"": ""ok""}   if __name__ == '__main__':     app.run() Accessing /status, I get: -> breakpoint() 127.0.0.1 - - [12/Jul/2025 08:32:24] ""GET /status HTTP/1.1"" 500 - Traceback (most recent call last):   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 1536, in __call__     return self.wsgi_app(environ, start_response)            ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 1514, in wsgi_app     response = self.handle_exception(e)   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 1511, in wsgi_app     response = self.full_dispatch_request()   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 919, in full_dispatch_request     rv = self.handle_user_exception(e)   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 917, in full_dispatch_request     rv = self.dispatch_request()   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/flask/app.py"", line 902, in dispatch_request     return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]            ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^   File ""/home/kmille/projects/zammad-pgp-autoimport-webhook/src/zammad_pgp_autoimport_webhook/test_run.py"", line 8, in status     breakpoint()     ~~~~~~~~~~^^   File ""/usr/lib/python3.13/bdb.py"", line 116, in trace_dispatch     return self.dispatch_opcode(frame, arg)            ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^   File ""/usr/lib/python3.13/bdb.py"", line 215, in dispatch_opcode     self.user_opcode(frame)     ~~~~~~~~~~~~~~~~^^^^^^^   File ""/usr/lib/python3.13/pdb.py"", line 448, in user_line     self.interaction(frame, None)     ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/pdbpp.py"", line 431, in interaction     return self._interaction(frame, tb)            ~~~~~~~~~~~~~~~~~^^^^^^^^^^^   File ""/home/kmille/.cache/pypoetry/virtualenvs/zammad-pgp-autoimport-webhook-jd1kDdnL-py3.13/lib/python3.13/site-packages/pdbpp.py"", line 465, in _interaction     self._cmdloop()     ~~~~~~~~~~~~~^^   File ""/usr/lib/python3.13/pdb.py"", line 511, in _cmdloop     self.cmdloop()     ~~~~~~~~~~~~^^   File ""/usr/lib/python3.13/cmd.py"", line 134, in cmdloop     line = input(self.prompt)   File ""/usr/lib/python3.13/_pyrepl/readline.py"", line 364, in input     reader = self.get_reader()   File ""/usr/lib/python3.13/_pyrepl/readline.py"", line 358, in get_reader     console = Console(self.f_in, self.f_out, encoding=ENCODING)   File ""/usr/lib/python3.13/_pyrepl/unix_console.py"", line 202, in __init__     signal.signal(signal.SIGCONT, self._sigcont_handler)     ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/usr/lib/python3.13/signal.py"", line 58, in signal     handler = _signal.signal(_enum_to_int(signalnum), _enum_to_int(handler)) ValueError: signal only works in main thread of the main interpreter  Versions I use poetry show -l | grep -e flask -e pdbpp                         flask              3.1.1     3.1.1    A simple framework for building comple... pdbpp              0.11.6    0.11.6   pdb++, a drop-in replacement for pdb  Using Python 3.13.5. Thanks for your help! I'm wondering why I'm the only one having this... Couldn't find something in the web...",2,0.5942150354385376,0.5942150354385376,flask,Flask.wsgi_app,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,b7e02446548217dced3f45ac401c3c15882e4d7d,
